ID,Name,Rank,Rarity_Score,Agility,Armor,Attributes,Aura,Background,Body,Eye,Face,Force,Helmet,Intelligence,Jewelry,Mouth,Rank,Scar,Type
45,TezoTrooperz #45,896,491.4454109038074,90,Cowboy Orange,13,Yellow,Background Motif Yellow,Body 3 Massai White,Eyes 2 Blue,,95,Viking Yellow,60,Massai Gold,Mouth 3,Warrior,Scar 4,
1038,TezoTrooperz #1038,897,489.3533885044025,75,Samurai Red,12,,Background Gradient Green,Body 1 Viking White,Eyes 1 Red,Commando Beard _ Mustache Blond,90,Hairs 5 Blond,85,Logo Grey,Mouth 2,King,,
1140,TezoTrooperz #1140,898,488.8769109264012,85,Mercenary Cape Red,12,,Background Motif Green,Body 4 Viking White,Eyes 1 Brown,Cowboy Beard _ Mustache Blond,90,Hairs 2 White,70,,Mouth 3,Long Range,Scar 1,
678,TezoTrooperz #678,899,488.8754489998641,85,Indian Robot Black,12,,Background Gradient Orange,Body 4 Viking Black,Eyes 3 Blue,,90,Hairs 4 White,70,Ronin Gold,Mouth 5,Long Range,Scar 8,
1192,TezoTrooperz #1192,900,488.5052801695809,90,Ghost Black,12,,Background Grayscale02,Body 2 Fanatic Purple,Eyes Cyber 4,Commando Mustache Blond,95,Hairs 3 White,60,Logo Gold,Mouth 1,Warrior,,
606,TezoTrooperz #606,901,487.95505492867056,85,Viking 2 Yellow,13,Blue,Background Line Purple,Body 4,Eyes Cyber 9,Commando Beard _ Mustache Brown,90,Hairs1 Brown,70,Viking White,Mouth 5,Long Range,,
666,TezoTrooperz #666,902,487.9232269058685,80,Cowboy Black,13,,Background GradientNoise Yellow,Body 2 Fanatic Blue,Eyes Cyber 4,MakeUp Indian Red 2,90,Viking Blue,80,Viking White,Mouth 1,Troop Leader,Scar 3,
170,TezoTrooperz #170,903,487.53062465614266,85,Ronin Gold,13,,Background GradientNoise Yellow,Body 3 Massai Yellow 2,Eyes 2 Blue,Commando Mustache Black,90,SpecialForce Orange,70,Viking Blackmetal,Mouth 1,Long Range,Scar 1,
1207,TezoTrooperz #1207,904,487.2162645560687,90,Mercenary Orange,13,,Background Gradient Red,Body 3,Eyes 3 Red,Viking Mustache White,95,Hairs 5 Light Blond,60,Viking White,Mouth 5,Warrior,Scar 9,
1478,TezoTrooperz #1478,905,486.77698954047236,90,Ghost Black,12,,Background Motif Purple,Body 4 Yakusa Red,Eyes 2 Green,Commando Mustache Blond,95,Viking Blue,60,Massai White,Mouth 4,Warrior,,
1557,TezoTrooperz #1557,906,485.753636660056,90,Viking Blue,13,Pink,Background Motif Purple,Body 2,Eyes 3 Green,Viking Mustache Blond,95,Hairs1 Black,60,Bullet White,Mouth 5,Warrior,,
556,TezoTrooperz #556,907,485.09417831309594,90,Cowboy Gold,12,,Background Gradient Yellow,Body 1 Massai Black,Eyes 3 Brown,Mask Green,95,Hairs 3 Brown,60,,Mouth 5,Warrior,Scar 7,
290,TezoTrooperz #290,908,484.85530502982726,85,Cowboy Orange,12,Red,Background Line Blue,Body 4 Viking Blue,Eyes 4 Brown,,90,Hairs 6 Black,70,Bullet White,Mouth 2,Long Range,,
514,TezoTrooperz #514,909,484.3204650855598,90,CowboyGear Orange,14,Blue,Background Gradient Red,Body 1 Fanatic Blue,Eyes 3 Yellow,Cowboy Mustache Brown,95,Ronin Red,60,Logo Black,Mouth 1,Warrior,Scar 6,
726,TezoTrooperz #726,910,483.97626159073207,90,Mercenary Purple,13,,Background Motif Purple,Body 3 CyberSkin,Eyes 2 Green,Cowboy Mustache Blond,95,Hairs 3 Black,60,Viking Blackmetal,Mouth 3,Warrior,Scar 8,
672,TezoTrooperz #672,911,483.8605362155407,85,Ronin Blue,12,,Background Legend Green,Body 3 Massai Brown,Eyes 2 White,,90,Hairs 5 Brown,70,Logo Grey,Mouth Toothpick,Long Range,Scar 5,
471,TezoTrooperz #471,912,483.44341870358437,90,Cowboy Blue,12,,Background Gradient Green,Body 1 Viking Blue,Eyes Cyber 5,MakeUp Indian Purple 3,95,Ronin Red,60,,Mouth 5,Warrior,Scar 10,
474,TezoTrooperz #474,913,483.36400538159995,85,SpecialForce Black,13,,Background Motif Yellow,Body 1 Massai White,Eyes 3 Brown,Commando Mustache Black,90,Hairs 2 Light Blond,70,Massai White,Mouth 1,Long Range,Scar 7,
146,TezoTrooperz #146,914,482.96944553297067,85,Cowboy Orange,13,Yellow,Background Motif Red,Body 1,Eyes 3 Brown,Commando Mustache Blond Light,90,Hairs 2 Light Blond,70,Massai Blackmetal,Mouth 4,Long Range,,
1246,TezoTrooperz #1246,915,482.66911390597744,80,CowboyGear Red,13,,Background Gradient Blue,Body 3 Fanatic Purple,Eyes 3 Blue,Commando Mustache Brown,90,Viking Green,80,Massai White,Mouth 1,Troop Leader,Scar 3,
908,TezoTrooperz #908,916,481.9474955943506,85,Mercenary Cape Orange,12,,Background GradientNoise Blue,Body 3 Fanatic Blue,Eyes 3 Brown,Cowboy Mustache Brown,90,Hairs1 Brown,70,,Mouth 4,Long Range,Scar 10,
864,TezoTrooperz #864,917,481.5114787402862,80,Indian Purple,13,Pink,Background GradientNoise Green,Body 2,Eyes Cyber 8,Mask Skull Yellow,90,Hairs 1 Black,80,Viking White,Mouth 4,Troop Leader,,
372,TezoTrooperz #372,918,480.3627645825212,90,Cowboy Blue,13,,Background GradientNoise Yellow,Body 2 Viking White,Eyes 3 Blue,Mask Yellow,95,CowboyHat Red,60,Logo Grey,Mouth 1,Warrior,Scar 10,
348,TezoTrooperz #348,919,479.9462472875668,90,Massai Green,13,,Background GradientNoise Blue,Body 1,Eyes 2 Yellow,MakeUp Massai Red 2,95,Hairs 4 Black,60,Neck Blackmetal,Mouth Angry,Warrior,Scar 8,
738,TezoTrooperz #738,920,478.54640276973026,90,Commando Base,14,Red,Background Motif Green,Body 2,Eyes 1 Green,Cowboy Mustache Brown,95,Samurai Oni Gold,60,Massai Gold,Mouth 2,Warrior,Scar 2,
1462,TezoTrooperz #1462,921,477.7095702169488,85,CowboyGear Black,12,,Background Gradient Green,Body 3 CyberSkin Gold,Eyes 4 Yellow,,90,Hairs 5 Purple,70,Viking Metal,Mouth 5,Long Range,Scar 6,
224,TezoTrooperz #224,922,477.66795845496983,85,Ronin Black,13,Red,Background Grayscale01,Body 4 CyberSkin,Eyes 4 Blue,,90,Cowboy Red,70,Neck Gold,Mouth Toothpick,Long Range,Scar 10,
214,TezoTrooperz #214,923,477.37379520409,85,Viking Blue,13,,Background Gradient DeepBlue,Body 1 CyberSkin Black,Eyes 2 Brown,MakeUp Indian Purple 2,90,Hairs 3 Black,70,Bullet Base,Mouth Toothpick,Long Range,Scar 7,
955,TezoTrooperz #955,924,477.2618773177378,90,Ghost Grey,12,,Background Gradient Yellow,Body 3 Viking Red,Eyes 1 Green,Viking Beard _ Mustache Blond,95,Viking Yellow,60,Massai Gold,Mouth 3,Warrior,,
1122,TezoTrooperz #1122,925,476.77188060277626,85,Indian Robot Blue,14,Blue,Background Legend Purple,Body 4,Eyes 3 Blue,MakeUp Massai Yellow 2,90,Hairs 5 Blond,70,Viking Gold,Mouth 1,Long Range,Scar 1,
180,TezoTrooperz #180,926,476.54035397158714,80,CowboyGear Red,13,,Background Legend Blue,Body 3 CyberSkin,Eyes 1 Brown,Mask Base,90,Hairs 5 White,80,Plate LongRange,Mouth 2,Troop Leader,Scar 8,
1328,TezoTrooperz #1328,927,476.516147295962,85,Mercenary Red,13,Red,Background Gradient DeepBlue,Body 2,Eyes 3 Green,Commando Mustache Black,90,SpecialForce Base,70,Viking Blackmetal,Mouth 3,Long Range,,
1274,TezoTrooperz #1274,928,476.4644106203066,85,SpecialForce Blue,14,Green,Background GradientNoise Yellow,Body 3 Massai Yellow 2,Eyes 4 Blue,MakeUp Indian White 2,90,Hairs 1 Brown,70,Logo Grey,Mouth Angry,Long Range,Scar 7,
1483,TezoTrooperz #1483,929,476.40148834906535,90,Ghost Grey,13,,Background Line Purple,Body 3,Eyes Cyber 9,Cowboy Mustache Blond,95,Ghost Gold,60,Military Plate Futurist Yellow,Mouth 3,Warrior,Scar 3,
1067,TezoTrooperz #1067,930,475.88214088658066,85,CowboyGear Red,11,,Background Gradient Blue,Body 4 Massai Blue 2,Eyes 2 Yellow,,90,SpecialForce Black,70,,Mouth Gold,Long Range,Scar 5,
503,TezoTrooperz #503,931,475.81578154724144,90,CowboyGear Red,13,,Background Legend Purple,Body 4 Viking Blue,Eyes 1 Green,Mask Yellow,95,Viking Black,60,Viking White,Mouth 3,Warrior,Scar 4,
824,TezoTrooperz #824,932,475.7040693904824,90,Mercenary Cape Purple,13,,Background Gradient DeepBlue,Body 4,Eyes 1 Green,Viking Beard _ Mustache Black,95,SpecialForce Blue,60,Massai White,Mouth 2,Warrior,Scar 4,
733,TezoTrooperz #733,933,475.5860519042171,90,Viking Green,13,,Background Line Blue,Body 3 Viking White,Eyes 1 Yellow,MakeUp Viking Blue 2,95,Hairs 1 Black,60,Bullet Base,Mouth Smoke,Warrior,Scar 3,
272,TezoTrooperz #272,934,475.1351036669356,90,Ronin Purple,14,Pink,Background GradientNoise Blue,Body 4 Viking Black,Eyes 2 Brown,MakeUp Viking Blue 1,95,Hairs 5 White,60,Ronin Gold,Mouth Toothpick,Warrior,Scar 9,
637,TezoTrooperz #637,935,474.62357383521123,85,Viking Yellow,13,,Background Gradient Red,Body 3 Massai Brown 2,Eyes 4 Yellow,MakeUp Viking Blue 2,90,Hairs 3 Brown,70,Ronin Blue,Mouth 4,Long Range,Scar 9,
627,TezoTrooperz #627,936,473.23238322245084,85,CowboyGear Gold,12,,Background GradientNoise Blue,Body 3 Fanatic Purple,Eyes 2 Brown,,90,Ghost Black,70,Bullet Base,Mouth 1,Long Range,Scar 5,
649,TezoTrooperz #649,937,473.18419172728835,90,SpecialForce Green,13,,Background Motif Green,Body 1 Fanatic Blue,Eyes 3 Yellow,Cowboy Mustache Brown,95,Hairs 5 Blond,60,Bullet White,Mouth 1,Warrior,Scar 2,
287,TezoTrooperz #287,938,472.8254654438595,85,CowboyGear Blue,13,,Background Motif Purple,Body 2 Fanatic Red,Eyes 3 Blue,Viking Beard _ Mustache Brown,90,Hairs 4 Blond,70,Viking Blackmetal,Mouth 3,Long Range,Scar 5,
517,TezoTrooperz #517,939,472.3634402959476,85,Samurai Red,13,White,Background Legend Purple,Body 1,Eyes 1 Green,Viking Mustache Black,90,Ronin Blue,70,Military Plate Futurist Blue,Mouth 1,Long Range,,
1176,TezoTrooperz #1176,940,472.33497801547014,80,Ghost Grey,12,,Background Motif Red,Body 4 Yakusa Blue,Eyes 1 Yellow,,90,Hairs 2 Black,80,Viking Gold,Mouth 5,Troop Leader,Scar 8,
321,TezoTrooperz #321,941,472.3070925941554,90,Viking Green,12,,Background Gradient Yellow,Body 1 Massai Yellow 2,Eyes Cyber 1,,95,Hairs1 Brown,60,Military Plate Futurist Yellow,Mouth 3,Warrior,Scar 9,
153,TezoTrooperz #153,942,472.07897253009753,90,Samurai Red,14,Pink,Background Gradient Green,Body 3,Eyes 2 Blue,Mask White Gold,95,Hairs1 White,60,Massai Blackmetal,Mouth 3,Warrior,Scar 10,
997,TezoTrooperz #997,943,471.127519954633,90,Viking Yellow,13,,Background Line Green,Body 4 Massai Brown,Eyes 3 Blue,Mask Red,95,Hairs 3 Light Blond,60,Bullet Gold,Mouth 3,Warrior,Scar 5,
790,TezoTrooperz #790,944,470.34019788869347,90,CowboyGear Blue,13,Green,Background Motif Red,Body 1 Massai Blue 2,Eyes 2 Brown,,95,Hairs 1 Brown,60,Viking White,Mouth Smoke,Warrior,Scar 6,
234,TezoTrooperz #234,945,469.7801864494599,90,Indian Blue,12,,Background GradientNoise Blue,Body 1,Eyes 3 Red,,95,Hairs 2 Orange,60,Viking Blackmetal,Mouth 2,Warrior,Scar 1,
929,TezoTrooperz #929,946,469.67104288503737,90,Indian Robot Black,11,,Background Motif Green,Body 2,Eyes 4 Green,,95,Hairs 1 Red,60,Neck White,Mouth Gold,Warrior,,
1449,TezoTrooperz #1449,947,469.60805607986305,85,CowboyGear Blue,13,,Background Gradient Green,Body 4,Eyes Cyber 4,MakeUp Camouflage Blue,90,SpecialForce Black,70,Bullet White,Mouth 5,Long Range,Scar 6,
516,TezoTrooperz #516,948,469.50575151067255,85,Ghost Green,12,,Background Gradient Red,Body 2 Dragon Blue Yellow,Eyes 1 Brown,,90,CowboyHat Gold,70,Bullet White,Mouth 3,Long Range,Scar 5,
1083,TezoTrooperz #1083,949,468.1200978038711,90,Viking Yellow,12,,Background Gradient DeepBlue,Body 4 Massai Brown,Eyes 2 Yellow,,95,Indian Red,60,Plate Warrior,Mouth 2,Warrior,Scar 1,
1121,TezoTrooperz #1121,950,467.27062117918683,75,SpecialForce Blue,13,,Background GradientNoise Green,Body 4,Eyes 1 Brown,Commando Beard _ Mustache White,90,Hairs1 White,85,Viking Metal,Mouth 3,King,Scar 7,
1193,TezoTrooperz #1193,951,466.6803856013304,90,CowboyGear Gold,13,,Background GradientNoise Blue,Body 3 Viking Black,Eyes 1 Yellow,MakeUp Viking Blue 1,95,Hairs 5 White,60,Ronin Blue,Mouth 3,Warrior,Scar 1,
1491,TezoTrooperz #1491,952,466.46949837825105,90,Ronin Gold,13,,Background Motif Green,Body 4 Viking Black,Eyes 2 Brown,Commando Beard _ Mustache Blond,95,Cowboy Orange,60,Massai Blackmetal,Mouth 4,Warrior,Scar 8,
1455,TezoTrooperz #1455,953,466.2466156185828,90,CowboyGear Red,13,,Background Gradient Green,Body 2 Yakusa Green,Eyes Cyber 5,Mask Yellow,95,Hairs 4 White,60,Bullet Gold,Mouth 4,Warrior,Scar 1,
1042,TezoTrooperz #1042,954,466.0815972573859,85,Ghost Grey,13,,Background Line Green,Body 3 Fanatic Purple,Eyes 3 Red,Viking Mustache Brown,90,Hairs 4 Brown,70,Plate LongRange,Mouth 2,Long Range,Scar 7,
193,TezoTrooperz #193,955,465.0275714756921,90,Viking Yellow,12,,Background Legend Red,Body 1,Eyes Cyber 6,MakeUp Viking Blue 2,95,Hairs 4 Blond,60,Viking Gold,Mouth 2,Warrior,,
1564,TezoTrooperz #1564,956,464.48132815149023,85,Cowboy Black,13,,Background Motif Orange,Body 4,Eyes 1 Blue,MakeUp Indian Purple 2,90,Hairs 3 Orange,70,Ronin Gold,Mouth 3,Long Range,Scar 7,
1514,TezoTrooperz #1514,957,464.20349334114235,75,Mercenary Red,11,,Background Gradient Yellow,Body 1 Massai Yellow,Eyes 3 Brown,,90,Hairs 5 Brown,85,Logo Grey,Mouth 3,King,,
1341,TezoTrooperz #1341,958,464.18248229044156,90,Ronin Gold,14,Green,Background Gradient DeepBlue,Body 4 CyberSkin,Eyes 1 White,Cowboy Mustache White,95,Ronin Red,60,Viking White,Mouth 1,Warrior,Scar 6,
619,TezoTrooperz #619,959,464.18138542660427,90,Cowboy Red,12,,Background Gradient Blue,Body 3 Fanatic Yellow,Eyes 3 Yellow,,95,Hairs 5 Brown,60,Neck Gold,Mouth 4,Warrior,Scar 1,
925,TezoTrooperz #925,960,464.04732269996794,90,Mercenary Purple,12,,Background Gradient Blue,Body 3,Eyes 3 Red,Commando Beard _ Mustache Blond,95,Cowboy Blue,60,Logo Black,Mouth 3,Warrior,,
220,TezoTrooperz #220,961,463.9083913694933,90,CowboyGear Blue,14,Yellow,Background Gradient Green,Body 4 Massai Blue 2,Eyes 2 Red,Mask Blue,95,Hairs 4 Brown,60,Ronin Blue,Mouth 1,Warrior,Scar 9,
465,TezoTrooperz #465,962,463.82275184897475,90,CowboyGear Orange,12,,Background Line Orange,Body 1,Eyes 2 Blue,MakeUp Indian Blue 3,95,Cowboy gold,60,Ronin Blackmetal,Mouth 1,Warrior,,
1329,TezoTrooperz #1329,963,463.7265571793803,75,Ghost Black,13,,Background Legend Red,Body 2,Eyes 2 Green,Mask Blue,90,Hairs 4 Blond,85,Viking White,Mouth Gold,Queen,Scar 3,
1005,TezoTrooperz #1005,964,463.3199929389422,90,Samurai Green,13,,Background Line Blue,Body 4 Massai Brown,Eyes 3 Blue,Mask Red,95,Hairs 2 White,60,Military Plate Futurist Yellow,Mouth 5,Warrior,Scar 2,
1043,TezoTrooperz #1043,965,463.28687981175415,85,Ghost Green,14,Red,Background Gradient Orange,Body 1 Viking Blue,Eyes 3 Blue,Commando Beard _ Mustache Brown,90,Hairs 4 Black,70,Military Plate Futurist Red,Mouth 3,Long Range,Scar 5,
595,TezoTrooperz #595,966,462.89390559473566,75,Ronin Blue,13,,Background Motif Orange,Body 1,Eyes 3 White,MakeUp Indian Blue 2,90,Hairs 4 White,85,Plate LongRange,Mouth 2,Queen,Scar 1,
897,TezoTrooperz #897,967,462.68606595582963,85,Cowboy Gold,13,,Background GradientNoise Yellow,Body 4 Fanatic Red,Eyes 3 Brown,MakeUp Viking Black 2,90,Hairs 5 Black,70,Neck Blackmetal,Mouth 1,Long Range,Scar 7,
538,TezoTrooperz #538,968,462.3120854941454,90,SpecialForce Blue,12,,Background Line Orange,Body 1,Eyes 3 Brown,Cowboy Mustache White,95,Mercenary No Glass Gold,60,Plate Warrior,Mouth 5,Warrior,,
1574,TezoTrooperz #1574,969,461.9718119512767,90,Cowboy Orange,14,Blue,Background GradientNoise Yellow,Body 2 Massai Yellow,Eyes 3 Blue,Viking Mustache Black,95,Viking Blue,60,Bullet White,Mouth 5,Warrior,Scar 5,
744,TezoTrooperz #744,970,461.9676087005793,75,Geisha Black,12,,Background Gradient Yellow,Body 1,Eyes 1 Brown,,90,Hairs 1 Blond,85,Neck White,Mouth 2,Queen,Scar 2,
315,TezoTrooperz #315,971,461.4050651866466,85,CowboyGear Blue,13,,Background Gradient Orange,Body 1 Massai White,Eyes 1 Green,MakeUp Indian Blue 1,90,CowboyHat Blue,70,Plate LongRange,Mouth 2,Long Range,Scar 8,
833,TezoTrooperz #833,972,460.2631759227788,90,SpecialForce Green,13,,Background Gradient Blue,Body 4 Fanatic Red,Eyes 1 Green,MakeUp Indian Blue 3,95,Hairs 2 White,60,Neck White,Mouth 4,Warrior,Scar 10,
569,TezoTrooperz #569,973,460.21484940003614,80,Indian Gold,13,,Background Gradient Yellow,Body 1,Eyes 3 Green,MakeUp Indian White 3,90,Hairs 2 Blond,80,Neck Gold,Mouth 3,Troop Leader,Scar 3,
145,TezoTrooperz #145,974,459.9677195036951,85,SpecialForce Base,12,Red,Background Gradient DeepBlue,Body 2 Viking Black,Eyes 1 Yellow,,90,Hairs 6 White,70,,Mouth 5,Long Range,Scar 7,
297,TezoTrooperz #297,975,459.85187815329544,80,Viking Green,14,White,Background GradientNoise Blue,Body 4 Viking White,Eyes 1 Blue,Viking Mustache White,90,Viking Green,80,Massai Blackmetal,Mouth 5,Troop Leader,Scar 2,
1312,TezoTrooperz #1312,976,459.83637343764644,90,Indian Gold,12,,Background Gradient Orange,Body 2,Eyes 1 Brown,,95,Hairs 6 Black,60,Logo Grey,Mouth 1,Warrior,Scar 6,
137,TezoTrooperz #137,977,459.7379870684699,90,Indian Robot Gold,13,Green,Background Gradient Red,Body 1,Eyes 1 Yellow,MakeUp Viking Black 3,95,Ronin Purple,60,Viking Gold,Mouth Angry,Warrior,,
1588,TezoTrooperz #1588,978,459.45645161864644,90,Ronin Purple,13,Pink,Background Gradient Blue,Body 4 CyberSkin,Eyes 4 Brown,MakeUp CowBoy Black,95,SpecialForce Blue,60,,Mouth Smoke,Warrior,Scar 7,
128,TezoTrooperz #128,979,459.28410977469616,85,Viking 2 Yellow,13,,Background GradientNoise Blue,Body 3 CyberSkin,Eyes Cyber 1,Commando Mustache Blond,90,Ronin Purple,70,Military Plate Futurist Blue,Mouth 1,Long Range,Scar 6,
635,TezoTrooperz #635,980,459.2512299787799,85,Viking Black,13,Blue,Background Gradient Yellow,Body 2 Yakusa Red,Eyes 2 Yellow,,90,Hairs 5 White,70,Viking Gold,Mouth 2,Long Range,Scar 2,
1000,TezoTrooperz #1000,981,458.98229053140165,90,Ronin Blue,14,Blue,Background Line Orange,Body 1 Massai White,Eyes 3 Blue,MakeUp Viking Black 2,95,CowboyHat Red,60,Logo Grey,Mouth 5,Warrior,Scar 7,
1346,TezoTrooperz #1346,982,458.5717387829512,80,Ronin Red,12,,Background Line Blue,Body 1 Massai Blue,Eyes 3 Blue,,90,SpecialForce Base,80,Viking Gold,Mouth 5,Troop Leader,Scar 9,
1470,TezoTrooperz #1470,983,458.4907074465523,90,Ghost Green,12,,Background Motif Gradient Red,Body 4 Massai Yellow,Eyes 4 Yellow,,95,Hairs 4 White,60,Neck White,Mouth Angry,Warrior,Scar 6,
78,TezoTrooperz #78,984,458.14532656444675,85,Cowboy Red,13,,Background GradientNoise Blue,Body 4 CyberSkin,Eyes 3 Blue,Cowboy Beard _ Mustache Blond Light,90,Samurai Oni Black,70,Viking Gold,Mouth 2,Long Range,Scar 1,
778,TezoTrooperz #778,985,457.92520018818885,75,Cowboy Blue,14,Purple,Background Motif Gradient Green,Body 1,Eyes 2 Blue,Viking Mustache Black,90,Hairs 2 White,85,Whitcher Medaillon,Mouth 5,King,Scar 3,
33,TezoTrooperz #33,986,457.9043790814884,90,Viking Blue,12,,Background Gradient Green,Body 4 Massai Yellow,Eyes 2 Blue,,95,Hairs 5 Purple,60,Plate Warrior,Mouth Gold,Warrior,Scar 9,
1559,TezoTrooperz #1559,987,457.9042677639135,85,Mercenary Orange,11,,Background Motif Gradient Green,Body 3 Massai Brown 2,Eyes 1 Blue,,90,Hairs 3 Blond,70,Viking Gold,Mouth 3,Long Range,,
963,TezoTrooperz #963,988,457.7419021959343,90,Ronin Red,12,,Background GradientNoise Green,Body 4 Viking Black,Eyes 1 Yellow,,95,Ronin Red Hair,60,Neck Blackmetal,Mouth Toothpick,Warrior,Scar 6,
823,TezoTrooperz #823,989,457.7402319368058,85,Ghost Black,12,,Background GradientNoise Green,Body 3 CyberSkin,Eyes 1 Yellow,,90,Viking Gold,70,Bullet,Mouth 1,Long Range,Scar 5,
1023,TezoTrooperz #1023,990,457.5302659840641,80,SpecialForce Base,13,,Background Gradient Red,Body 3 Viking White,Eyes 3 Green,Mask Skull Blue,90,Hairs 4 White,80,Ronin Gold,Mouth Toothpick,Troop Leader,Scar 6,
1308,TezoTrooperz #1308,991,456.9204792266303,85,Viking Gold,13,,Background Motif Orange,Body 3 Massai White,Eyes 2 Blue,Mask Yellow,90,CowboyHat Orange,70,Viking White,Mouth 5,Long Range,Scar 8,
669,TezoTrooperz #669,992,456.6346406423514,90,Ghost Grey,14,Yellow,Background Motif Orange,Body 2,Eyes 3 Brown,MakeUp Camouflage Blue,95,Hairs 5 Black,60,Ronin Blackmetal,Mouth 5,Warrior,Scar 1,
1118,TezoTrooperz #1118,993,456.1676692387064,90,CowboyGear Red,12,,Background Gradient Red,Body 3 Yakusa Yellow,Eyes 1 Blue,,95,Hairs 4 White,60,Neck Gold,Mouth 2,Warrior,Scar 5,
42,TezoTrooperz #42,994,455.6959718310511,80,Indian Robot Gold,13,,Background GradientNoise Green,Body 2,Eyes 3 Brown,MakeUp Massai Yellow 2,90,Hairs 1 Brown,80,Neck White,Mouth Toothpick,Troop Leader,Scar 8,
232,TezoTrooperz #232,995,455.6897549513283,85,Ghost Gold,13,,Background Gradient Blue,Body 1 Viking White,Eyes Cyber 2,MakeUp Indian Purple 3,90,Hairs 3 Brown,70,Viking Metal,Mouth Angry,Long Range,Scar 3,
674,TezoTrooperz #674,996,455.6655878858039,85,Ghost Grey,12,,Background Motif Gradient Green,Body 1 Fanatic Red,Eyes 3 Yellow,,90,Hairs 3 White,70,Ronin White,Mouth 1,Long Range,Scar 3,
163,TezoTrooperz #163,997,455.4637531442271,85,Ghost Black,12,,Background Gradient Green,Body 3 Massai Black,Eyes Cyber 3,,90,Samurai Oni Gold,70,Viking Blackmetal,Mouth 2,Long Range,Scar 1,
1040,TezoTrooperz #1040,998,455.1321809889202,90,Ronin Purple,13,,Background Line Blue,Body 4 Fanatic Purple,Eyes 1 Brown,Cowboy Mustache Blond,95,Hairs 5 White,60,Viking Gold,Mouth 3,Warrior,Scar 10,
699,TezoTrooperz #699,999,454.39440118617256,85,Samurai Green,13,Pink,Background Motif Orange,Body 2 Fanatic Blue,Eyes 3 Blue,,90,Hairs 2 Light Blond,70,Military Plate Futurist Yellow,Mouth 5,Long Range,Scar 10,
343,TezoTrooperz #343,1000,453.80594101423236,85,SpecialForce Green,13,Pink,Background Legend Blue,Body 4 Viking Black,Eyes 3 Yellow,,90,Hairs1 Brown,70,Bullet White,Mouth 5,Long Range,Scar 4,
104,TezoTrooperz #104,1001,453.7623952602563,90,Commando Base,12,,Background Legend Yellow,Body 1,Eyes Cyber 4,,95,Hairs 2 Black,60,Bullet Gold,Mouth 1,Warrior,Scar 5,
652,TezoTrooperz #652,1002,453.3461267852919,85,Ghost Grey,13,,Background Legend Yellow,Body 2,Eyes 1 Yellow,Mask Skull Green,90,Ghost Brown,70,Military Plate Futurist Blue,Mouth 5,Long Range,Scar 6,
988,TezoTrooperz #988,1003,453.21383425162577,85,CowboyGear Blue,12,,Background Gradient Green,Body 1 Massai Brown,Eyes Cyber 1,Mask Green,90,Hairs 5 Blond,70,Military Plate Futurist Yellow,Mouth 5,Long Range,,
357,TezoTrooperz #357,1004,453.08806356980483,85,Cowboy Black,14,Blue,Background Motif Orange,Body 4 Viking White,Eyes 2 Green,MakeUp Gow Blue,90,Hairs 2 Brown,70,Viking Metal,Mouth Angry,Long Range,Scar 6,
