ID,Name,Rank,Rarity_Score,Attributes,Background,Calligraphy,Eyes,Face,Facepaint,Headband,Mouth,Nose,Panel,Paper,Sign Panel,Signature,Special
864,Tezumura #864,804,424.06010983731875,12,Hyakugun,Calligraphy,Naha Machi,Marui Brown,Mononoke,The prince,Saiya Mouth,Shimpuru,Tate Byubu  Green,Washi paper,Sign Panel 13,Signature,
260,Tezumura #260,805,423.8509641978538,12,Botan,Calligraphy,Grim,Happy White,Kabuki Red,Devil Kid,Geisha,Roundy,No Byoubu,Washi paper,Sign Panel 06,Signature,
356,Tezumura #356,806,423.7491011384021,12,Botan,Calligraphy,Konran,Oval white,Majime 01,Kirin Ao,Napkin,Whictchy,Shikaku Lime,Washi paper,Sign Panel 03,Signature,
991,Tezumura #991,807,423.7026574951029,12,Maru Nami 04,Calligraphy,Kensa,Sharp grey,Moyo 01,Army of Kojima,Tez Coin 02,Oldy,No Byoubu,Washi paper,Sign Panel 11,Signature,
518,Tezumura #518,808,423.1630813769834,12,Rokusho,Calligraphy,Konran,Keen White,No Moyo,Electoman,Kissy,Groovy,Tate Byubu  Green,Washi paper,Sign Panel 11,Signature,
214,Tezumura #214,809,422.8945216772848,12,Rose Madder,Calligraphy,Marubero,Marui White,No Moyo,Uchina Dancer,Dali Punk Yellow,Sharpy,Star Knife Beige,Washi paper,Sign Panel 02,Signature,
934,Tezumura #934,810,422.8361626399536,12,Sagittal 04,Calligraphy,Kensa,Happy Grey,No Moyo,Lil Girl,Boring,Ringgu,No Byoubu,Washi paper,Sign Panel 11,Signature,
858,Tezumura #858,811,422.4812917650234,12,Marume 01,Calligraphy,Grim,Long Chin Biege,Kabuki Green,Painter 01,Biting Yen,Joker,No Byoubu,Washi paper,Sign Panel 14,Signature,
449,Tezumura #449,812,422.3383666457815,12,Yamabuki,Calligraphy,Fighto!,Marui Yellow,Heitai Yellow,Samurai 03,Tezos Chcco,Keen,No Byoubu,Washi paper,Sign Panel 12,Signature,
577,Tezumura #577,813,420.82641003170704,12,Coin Pattern 04,Calligraphy,Third Eyes,Marui Grey,Manabi 04,Geishasan,Tezos Ice  03,Whictchy,No Byoubu,Washi paper,Sign Panel 03,Signature,
140,Tezumura #140,814,420.1454493541299,12,Rokusho,Calligraphy,Funny Eyes,Oval white,Frontman Yellow,Kabuki Crabman,Boring,Oldy,No Byoubu,Washi paper,Sign Panel 14,Signature,
426,Tezumura #426,815,420.0845200963786,12,Taisha,Calligraphy,Katamari,Keen Beige,Shogun 01,Samurai 01,Antiuque Pipe,Bootsu,No Byoubu,Washi paper,Sign Panel 13,Signature,
537,Tezumura #537,816,419.8425397074341,12,Gunroku,Calligraphy,Kensa,Happy Red,Omuri Kaki 03,Samurai 02,Spaghetti,Buta,Shikaku Murasaki,Washi paper,Sign Panel 12,Signature,
745,Tezumura #745,817,419.6553111769721,12,Carmine,Calligraphy,Stunned,Marui Blue,Manabi 04,Sacred Tezos priest,Thousand Tez 01,Sharpy,No Byoubu,Washi paper,Sign Panel 05,Signature,
859,Tezumura #859,818,419.47504215116226,12,Taisha,Calligraphy,HoHoemi,Keen  Red,Majime 01,Savant,Saiya Mouth,Fuji,No Byoubu,Washi paper,Sign Panel 14,Signature,
776,Tezumura #776,819,419.2187643449269,12,Cerulean Blue,Calligraphy,What's up,Long Chin Red,No Moyo,The Indian,Napkin,Groovy,No Byoubu,Washi paper,Sign Panel 04,Signature,
916,Tezumura #916,820,419.15363492424905,12,Hyakugun,Calligraphy,Konran,Happy White,Frontman Yellow,Army of Kojima,HaHaHa,Asura,Shikaku Navy,Washi paper,Sign Panel 09,Signature,
866,Tezumura #866,821,418.16697486241384,12,Golden,Calligraphy,Foxxy Lady,Happy White,Kabuki Red,Harajuku Yellow,HaHaHa,Ringgu,No Byoubu,Washi paper,Sign Panel 03,Signature,
240,Tezumura #240,822,417.2456019928502,12,Golden,Calligraphy,Naha Machi,Keen  Grey,Moyo 01,Army of Kojima,Dorobou,Sharpy,Sensu Murasaki,Washi paper,Sign Panel 09,Signature,
981,Tezumura #981,823,417.1694349777412,12,Coin Pattern 04,Calligraphy,Ruminate,Rich Grey,No Moyo,Geishasan,Kiseru Pipe,Yama,Shikaku Green,Washi paper,Sign Panel 03,Signature,
702,Tezumura #702,824,415.9038984561476,12,Sakura Iro,Calligraphy,Rikka,Keen  Grey,Shogun 02,Lil Girl,Dagger,Fuji,No Byoubu,Washi paper,Sign Panel 02,Signature,
983,Tezumura #983,825,415.4195407804958,12,Malachite,Calligraphy,Kensa,Happy Beige,No Moyo,Shinto priest,Mad,Marui,Sensu Murasaki,Washi paper,Sign Panel 15,Signature,
729,Tezumura #729,826,415.31503843875726,12,Taisha,Calligraphy,Miure,Happy White,Frontman Yellow,Rock Munk,Warrior 03,Fuji,Byobu Murasaki,Washi paper,Sign Panel 00,Signature,
451,Tezumura #451,827,414.6959569354652,12,Golden,Calligraphy,Naha Machi,Marui Beige,Mononoke,Kabuki Crabman,Tez Coin 02,Buta,Sensu Blue,Washi paper,Sign Panel 04,Signature,
473,Tezumura #473,828,414.49060959025917,12,Basketry 04,Calligraphy,Ruminate,Sharp Blue,Mononoke,Ronin 02,Kiseru Pipe,Fuji,No Byoubu,Washi paper,Sign Panel 14,Signature,
10,Tezumura #10,829,414.15768953473844,12,Rokusho,Calligraphy,Kabuki Eyes02,Oval Grey,Heitai Yellow,Icecream Man,Uncle Grey Mustache,Whictchy,No Byoubu,Washi paper,Sign Panel 06,Signature,
640,Tezumura #640,830,413.99683721170555,12,Hineiro,Calligraphy,Kensa,Keen  Red,Yamato 02,Rich man Blue,Thousand Tez 01,Keen,No Byoubu,Washi paper,Sign Panel 03,Signature,
262,Tezumura #262,831,413.90508027786956,12,Hineiro,Calligraphy,Foxxy Lady,Marui Yellow,Majime 03,Evil Kabuki,Rainbow Vomit,Fuji,No Byoubu,Washi paper,Sign Panel 09,Signature,
243,Tezumura #243,832,413.85926176107387,12,Cerulean Blue,Calligraphy,Rikka,Sharp White,Omuri Kaki 03,High Maiko,Dali Punk Yellow,Fuji,Byubu Indigo,Washi paper,Sign Panel 04,Signature,
885,Tezumura #885,833,413.5636644814053,12,Rokusho,Calligraphy,Snake Eyes,Keen Beige,Ao Shu,Daruma Demon,Licking Lip,Whictchy,No Byoubu,Washi paper,Sign Panel 13,Signature,
170,Tezumura #170,834,413.56292844079985,12,Rokusho,Calligraphy,Funny Eyes,Happy White,No Moyo,Evil Kabuki,Dorobou,Bat,Star Knife Bue,Washi paper,Sign Panel 01,Signature,
810,Tezumura #810,835,413.4584252077342,12,Golden,Calligraphy,Kashira,Oval Red,Frontman Yellow,Maiko 03,HaHaHa,Whictchy,No Byoubu,Washi paper,Sign Panel 05,Signature,
872,Tezumura #872,836,412.9623086501403,12,Yamabuki,Calligraphy,Kensa,Long Chin Blue,No Moyo,Wind Blow,Spaghetti,Skull,No Byoubu,Washi paper,Sign Panel 10,Signature,
263,Tezumura #263,837,412.1954322873419,12,Fujiiro,Calligraphy,Majime,Marui Yellow,Heitai Red,Lady of Fun 02,Dorobou,Bat,No Byoubu,Washi paper,Sign Panel 01,Signature,
730,Tezumura #730,838,411.92681916117357,12,Fujiiro,Calligraphy,Kabuki eyes,Sharp grey,Mononoke,Toraman,Mad,Asura,No Byoubu,Washi paper,Sign Panel 04,Signature,
846,Tezumura #846,839,411.63033800082343,12,Gunroku,Calligraphy,Curious Eyes,Happy Beige,Kawaii,Uchina Dancer,HaHaHa,Bat,No Byoubu,Washi paper,Sign Panel 10,Signature,
237,Tezumura #237,840,411.2255625895291,12,Rokusho,Calligraphy,Kabuki Eyes02,Keen  Grey,Manabi 04,Army Man,Tez Coin 03,Whictchy,Star Knife Bue,Washi paper,Sign Panel 09,Signature,
193,Tezumura #193,841,410.7506227288831,12,Kousaten 01,Calligraphy,Katamari,Oval Grey,No Moyo,Ronin 02,Sushi,Keen,No Byoubu,Washi paper,Sign Panel 09,Signature,
90,Tezumura #90,842,410.2940536481399,12,Taisha,Calligraphy,Foxy Lady 02,Oval Grey,Creep man,Kung Fu Fighter,Spaghetti,Fuji,No Byoubu,Washi paper,Sign Panel 08,Signature,
917,Tezumura #917,843,410.1073519107035,12,Botan,Calligraphy,Assassin,Long Chin Biege,No Moyo,Mickey Demon,Blue Lollipop,Whictchy,No Byoubu,Washi paper,Sign Panel 15,Signature,
585,Tezumura #585,844,410.0851002922549,12,Hineiro,Calligraphy,Hanaman,Keen  Grey,Mononoke,The Ainu,Gzzz...,Fuji,No Byoubu,Washi paper,Sign Panel 01,Signature,
399,Tezumura #399,845,409.997855606528,12,Malachite,Calligraphy,Yatta,Marui Beige,Aka Shu,Geishasan,HaHaHa,Ringgu,Byubu Midori,Washi paper,Sign Panel 10,Signature,
112,Tezumura #112,846,409.56080379234186,12,Botan,Calligraphy,Kashira,Rich Beige,Mononoke,Bushi 02,Wow Ha Ha,Bandage,No Byoubu,Washi paper,Sign Panel 06,Signature,
412,Tezumura #412,847,408.55220865987576,12,Botan,Calligraphy,Ronin Eyes,Rich Purple,Omuri Kaki 01,Samurai 01,Yellow Texas Mustache,Bootsu,No Byoubu,Washi paper,Sign Panel 02,Signature,
293,Tezumura #293,848,408.5091338400265,12,Rose Madder,Calligraphy,Kensa,Sharp Blue,Yamato 03,Senior Demon,Biting Tooth,Bat,No Byoubu,Washi paper,Sign Panel 03,Signature,
887,Tezumura #887,849,408.12159424662923,12,Hyakugun,Calligraphy,Disney Eyes,Long Chin Biege,No Moyo,Bushi Senior,Dali Punk Yellow,Groovy,Shikaku Midori,Washi paper,Sign Panel 01,Signature,
930,Tezumura #930,850,407.665788865748,12,Botan,Calligraphy,Marubero,Marui White,Warrior Paint Green,Daimyo of Nikko,Big Lips,Buta,No Byoubu,Washi paper,Sign Panel 09,Signature,
280,Tezumura #280,851,406.3252357319791,12,Rokusho,Calligraphy,Musume,Marui Beige,No Moyo,Demon Teen Green,Tezos Binky 02,Bootsu,No Byoubu,Washi paper,Sign Panel 03,Signature,
454,Tezumura #454,852,405.9688087003755,12,Yamabuki,Calligraphy,Ronin Eyes,Keen  Red,Majime 04,Ninja,Hmm...,Fuji,Byubu Yellow,Washi paper,Sign Panel 15,Signature,
224,Tezumura #224,853,405.6459594152822,12,Taisha,Calligraphy,Fighto!,Rich White,Otafuku 03,Lady of Fun 02,Dali Punk Red,Lumpy,No Byoubu,Washi paper,Sign Panel 15,Signature,
51,Tezumura #51,854,405.3377645281561,12,Sakura Iro,Calligraphy,Monsta!!,Marui Brown,Moyo 01,Bushi Senior,Saiya Mouth,Whictchy,No Byoubu,Washi paper,Sign Panel 06,Signature,
884,Tezumura #884,855,404.38532952293116,12,Fujiiro,Calligraphy,Grim,Keen  Red,Moyo 01,Shinto priest,Ehhh!,Whictchy,No Byoubu,Washi paper,Sign Panel 10,Signature,
747,Tezumura #747,856,404.1019456226478,12,Botan,Calligraphy,Third Eyes,Long Chin White,Mononoke,Nobility,Thousand Tez 03,Sharpy,No Byoubu,Washi paper,Sign Panel 06,Signature,
151,Tezumura #151,857,403.8268183598775,12,Botan,Calligraphy,Kubota,Happy Red,No Moyo,Maiko 02,Thousand Tez 03,Marui,No Byoubu,Washi paper,Sign Panel 01,Signature,
18,Tezumura #18,858,403.7674607393291,12,Rose Madder,Calligraphy,Miure,Marui Blue,Manabi 04,Kabuki on Ice,Boring,Oldy,No Byoubu,Washi paper,Sign Panel 14,Signature,
284,Tezumura #284,859,402.10930879333864,12,Gunroku,Calligraphy,Marubero,Rich Grey,Warrior Paint Green,Ronin 3,Biting Tooth,Fuji,No Byoubu,Washi paper,Sign Panel 11,Signature,
255,Tezumura #255,860,401.936779794324,12,Rokusho,Calligraphy,Kashira,Happy Grey,Shogun 02,Opera Actor,Pizza,Sharpy,No Byoubu,Washi paper,Sign Panel 06,Signature,
676,Tezumura #676,861,401.659856717401,12,Rokusho,Calligraphy,Demon Eyes,Oval Beige,Warrior Paint Red,Senior Demon,Foxy Smile,Buta,No Byoubu,Washi paper,Sign Panel 05,Signature,
9,Tezumura #9,862,400.7741807094024,12,Golden,Calligraphy,Naha Machi,Marui Grey,No Moyo,Afro Koi,Tez Coin 03,Fuji,Byubu Indigo,Washi paper,Sign Panel 05,Signature,
351,Tezumura #351,863,400.4427214522556,12,Sakura Iro,Calligraphy,Gakumon,Keen Beige,Majime 04,Lady of Fun,Tezos Ice 01,Lumpy,No Byoubu,Washi paper,Sign Panel 08,Signature,
622,Tezumura #622,864,400.0332338659832,12,Yamabuki,Calligraphy,Konran,Keen White,Joker,Knowledge God,Tez Coin 02,Manga,No Byoubu,Washi paper,Sign Panel 12,Signature,
203,Tezumura #203,865,399.721313607586,12,Torinokoiro,Calligraphy,Cute eyes,Happy Red,No Moyo,Opera Actor,Tezos Ice  03,Lumpy,Shikaku Midori,Washi paper,Sign Panel 08,Signature,
266,Tezumura #266,866,399.57919430580876,12,Sakura Iro,Calligraphy,Hero,Happy Grey,Moyo 02,Harajuku Blue,HUH !!!,Sharpy,No Byoubu,Washi paper,Sign Panel 04,Signature,
942,Tezumura #942,867,399.5051435490386,12,Carmine,Calligraphy,Kurushi,Rich Grey,No Moyo,Emperor,Sushi,Fuji,No Byoubu,Washi paper,Sign Panel 04,Signature,
985,Tezumura #985,868,397.62981103189304,12,Gunroku,Calligraphy,Yatta,Happy Grey,No Moyo,Demon Teen Green,HUH !!!,Fuji,Shikaku Green,Washi paper,Sign Panel 07,Signature,
475,Tezumura #475,869,397.21885474723496,12,Taisha,Calligraphy,Josu,Oval Red,Omuri Kaki 01,Opera Actor,He He He,Ringgu,No Byoubu,Washi paper,Sign Panel 02,Signature,
336,Tezumura #336,870,396.8111558363702,12,Fujiiro,Calligraphy,Demon Eyes,Sharp White,Mononoke,Dragon Demon,Tezos Chcco,Fuji,Tate Byubu  Yellow,Washi paper,Sign Panel 08,Signature,
667,Tezumura #667,871,396.7225990154947,12,Fujiiro,Calligraphy,Naha Machi,Long Chin Red,Mononoke,God of Sun,Gummy Balloon,Whictchy,Byubu Midori,Washi paper,Sign Panel 07,Signature,
186,Tezumura #186,872,396.30476436542153,12,Gunroku,Calligraphy,Kubota,Sharp grey,No Moyo,Daruma Demon,Cup Noodle,Marui,No Byoubu,Washi paper,Sign Panel 15,Signature,
901,Tezumura #901,873,395.3560609449792,12,Carmine,Calligraphy,Marubero,Marui Grey,Manabi 01,Horse Jocky,Tezos Chcco,Wavy,No Byoubu,Washi paper,Sign Panel 03,Signature,
871,Tezumura #871,874,394.9959670467002,12,Gunroku,Calligraphy,Kubota,Keen  Grey,Shogun 01,Daimyo of Nikko,Foxy Smile,Whictchy,No Byoubu,Washi paper,Sign Panel 04,Signature,
861,Tezumura #861,875,394.8435567765904,12,Rose Madder,Calligraphy,Konran,Keen White,Shogun 03,Dorobo Girl,Tezos Binky 01,Marui,No Byoubu,Washi paper,Sign Panel 06,Signature,
481,Tezumura #481,876,394.22355266927906,12,Yamabuki,Calligraphy,Kensa,Happy Red,No Moyo,Ninja 02,Bread time!,Hook,No Byoubu,Washi paper,Sign Panel 14,Signature,
245,Tezumura #245,877,393.7967527403904,12,Malachite,Calligraphy,What's up,Sharp grey,No Moyo,Kami Aka,Thousand Tez 01,Whictchy,No Byoubu,Washi paper,Sign Panel 08,Signature,
220,Tezumura #220,878,393.67057066397575,12,Yamabuki,Calligraphy,Kashira,Marui Brown,Mononoke,Luna Bun,Spaghetti,Lumpy,No Byoubu,Washi paper,Sign Panel 08,Signature,
922,Tezumura #922,879,393.0810835073886,12,Sakura Iro,Calligraphy,Curious Eyes,Long Chin Biege,Warrior Paint Indigo,Punk Stars,Karasu,Oldy,No Byoubu,Washi paper,Sign Panel 08,Signature,
737,Tezumura #737,880,392.9338980493624,12,Fujiiro,Calligraphy,Miure,Sharp  Red,Omuri Kaki 03,Wind Blow,Warrior 03,Fuji,No Byoubu,Washi paper,Sign Panel 12,Signature,
382,Tezumura #382,881,392.89793558114957,12,Yamabuki,Calligraphy,Kensa 02,Keen  Red,No Moyo,Savant,Licking Lip,Bat,No Byoubu,Washi paper,Sign Panel 00,Signature,
312,Tezumura #312,882,392.2969296135451,12,Fujiiro,Calligraphy,Stunned,Marui Beige,Murasaki Shu,The Ainu,Pink Donut,Whictchy,No Byoubu,Washi paper,Sign Panel 02,Signature,
711,Tezumura #711,883,391.33040757005716,12,Yamabuki,Calligraphy,Kabuki Eyes02,Rich White,Heitai Red,Mickey Demon,Tezos Ice  03,Fuji,No Byoubu,Washi paper,Sign Panel 07,Signature,
852,Tezumura #852,884,391.0997874368364,12,Rose Madder,Calligraphy,Thoughtful,Sharp  Red,Shogun 03,High Maiko,Napkin,Whictchy,No Byoubu,Washi paper,Sign Panel 02,Signature,
681,Tezumura #681,885,390.70203823981603,12,Hineiro,Calligraphy,Gakumon,Rich Beige,No Moyo,Greeny Demon,Tezos Ice  03,Keen,No Byoubu,Washi paper,Sign Panel 14,Signature,
703,Tezumura #703,886,390.24674108731944,12,Carmine,Calligraphy,Serious Eyes,Marui White,Frontman Red,Army Man,Mad,Whictchy,No Byoubu,Washi paper,Sign Panel 07,Signature,
561,Tezumura #561,887,390.21261588805487,12,Kumori 01,Calligraphy,Kensa 02,Marui Yellow,Kabuki Red,Geishasan,Ehhh!,Ringgu,No Byoubu,Washi paper,Sign Panel 02,Signature,
370,Tezumura #370,888,389.5539075406097,12,Sakura Iro,Calligraphy,Snake Eyes,Keen White,No Moyo,Greeny Demon,Sexy Hey,Oldy,No Byoubu,Washi paper,Sign Panel 04,Signature,
990,Tezumura #990,889,389.14210235600444,12,Taisha,Calligraphy,Konran,Sharp  Red,No Moyo,Daruma Demon,Kiseru Pipe,Manga,Sensu Indigo,Washi paper,Sign Panel 11,Signature,
445,Tezumura #445,890,388.9253599981493,12,Hineiro,Calligraphy,Charming,Marui Brown,Kabuki Green,Maiko 01,Thousand Tez 03,Fuji,No Byoubu,Washi paper,Sign Panel 05,Signature,
62,Tezumura #62,891,388.5567193463519,12,Carmine,Calligraphy,Disney Eyes,Happy Grey,Majime 05,Icecream Man,Tez Coin 02,Roundy,No Byoubu,Washi paper,Sign Panel 11,Signature,
173,Tezumura #173,892,388.30220502252126,12,Malachite,Calligraphy,Monsta!!,Oval Beige,No Moyo,Geishasan,Napkin,Wavy,Shikaku Lime,Washi paper,Sign Panel 04,Signature,
883,Tezumura #883,893,388.11575314295686,12,Gunroku,Calligraphy,Stunned,Oval Beige,Majime 02,Ronin 3,Rainbow Vomit,Whictchy,No Byoubu,Washi paper,Sign Panel 06,Signature,
276,Tezumura #276,894,388.0039286789518,12,Torinokoiro,Calligraphy,Hero,Rich Beige,No Moyo,High Maiko,Karasu,Fuji,Sensu  Green,Washi paper,Sign Panel 02,Signature,
937,Tezumura #937,895,387.88887150834915,12,Rose Madder,Calligraphy,Hero,Sharp  Red,Warrior Paint Indigo,Kanuki Prince,Saiya Mouth,Groovy,No Byoubu,Washi paper,Sign Panel 15,Signature,
523,Tezumura #523,896,387.6090440113679,12,Sakura Iro,Calligraphy,Disney Eyes,Marui Beige,Moyo 04,Mickey Demon,HaHaHa,Asura,No Byoubu,Washi paper,Sign Panel 15,Signature,
899,Tezumura #899,897,387.3753703996471,12,Botan,Calligraphy,Cute eyes,Long Chin Red,Spades,Punk Stars,Thousand Tez 03,Fuji,No Byoubu,Washi paper,Sign Panel 04,Signature,
949,Tezumura #949,898,386.7943038797006,12,Gunroku,Calligraphy,Kensa,Oval Grey,Midori Shu,Horse Jocky,Big Lips,Coma,Shikaku Green,Washi paper,Sign Panel 04,Signature,
71,Tezumura #71,899,386.5500639933967,12,Yamabuki,Calligraphy,Ronin Eyes,Marui Blue,Creep man,The Artisan,Biting Yen,Whictchy,No Byoubu,Washi paper,Sign Panel 04,Signature,
907,Tezumura #907,900,385.34159735485923,12,Sakura Iro,Calligraphy,Konran,Oval Grey,Majime 04,Uchina Dancer,Ehhh!,Wavy,Sensu Indigo,Washi paper,Sign Panel 07,Signature,
772,Tezumura #772,901,385.2156909495608,12,Yamabuki,Calligraphy,Disney Eyes,Long Chin White,Kabuki Green,Daruma Demon,Tez Coin 03,Whictchy,No Byoubu,Washi paper,Sign Panel 13,Signature,
698,Tezumura #698,902,383.3914109907512,12,Gunroku,Calligraphy,Konran,Rich Red,Frontman Navy,Lady of Fun 02,Kissy,Oldy,No Byoubu,Washi paper,Sign Panel 05,Signature,
720,Tezumura #720,903,382.9401754833033,12,Gunroku,Calligraphy,Kabuki eyes,Sharp  Beige,Kabuki Red,Nobility,Tez Coin 02,Fuji,No Byoubu,Washi paper,Sign Panel 13,Signature,
892,Tezumura #892,904,382.8977770014513,12,Yamabuki,Calligraphy,Yatta,Keen  Grey,Majime 04,Golden Afro Goldfish,Antiuque Pipe,Whictchy,No Byoubu,Washi paper,Sign Panel 04,Signature,
775,Tezumura #775,905,382.7919132676619,12,Botan,Calligraphy,Kurushi,Long Chin Blue,Majime 04,Sacred Tezos priest,He He He,Fuji,No Byoubu,Washi paper,Sign Panel 02,Signature,
843,Tezumura #843,906,382.7588466163909,12,Torinokoiro,Calligraphy,Gakumon,Rich Beige,Mononoke,Tezos Army YL,Uncle Grey Mustache,Bootsu,No Byoubu,Washi paper,Sign Panel 05,Signature,
42,Tezumura #42,907,382.2758912086406,12,Taisha,Calligraphy,Konran,Marui Beige,Warrior Paint Green,Wind Blow,Pizza,Hook,No Byoubu,Washi paper,Sign Panel 12,Signature,
158,Tezumura #158,908,382.1241769318745,12,Fujiiro,Calligraphy,Foxxy Lady,Oval Red,No Moyo,Luna Bun,Burger Time!,Whictchy,No Byoubu,Washi paper,Sign Panel 12,Signature,
1001,Tezumura #1001,909,381.56662561319274,12,Taisha,Calligraphy,Warrior Time!,Oval Red,Kabuki Red,Tezos Army YL,Foxy Smile,Keen,Byubu Midori,Washi paper,Sign Panel 02,Signature,
806,Tezumura #806,910,379.886341378251,12,Yamabuki,Calligraphy,Warrior Time!,Keen  Grey,Majime 01,Kirin Aka,melon,Bootsu,No Byoubu,Washi paper,Sign Panel 00,Signature,
653,Tezumura #653,911,379.0649144519249,12,Cerulean Blue,Calligraphy,Grim,Marui Blue,Otafuku 03,Wind Blow,Karasu,Oldy,No Byoubu,Washi paper,Sign Panel 12,Signature,
433,Tezumura #433,912,378.9020479228389,12,Malachite,Calligraphy,Grim,Happy White,No Moyo,Lil Girl,Tounge Out,Bat,Sensu Indigo,Washi paper,Sign Panel 15,Signature,
348,Tezumura #348,913,376.29390931363025,12,Taisha,Calligraphy,Boring,Marui Beige,Joker,Lady of Fun 02,Foxy Smile,Mahou,No Byoubu,Washi paper,Sign Panel 08,Signature,
225,Tezumura #225,914,375.45525307069204,12,Malachite,Calligraphy,Hanaman,Sharp Blue,Moyo 01,Army of Kojima,Tez Coin 02,Asura,No Byoubu,Washi paper,Sign Panel 01,Signature,
482,Tezumura #482,915,374.8710783685114,12,Taisha,Calligraphy,Marubero,Oval Beige,Mononoke,Daimyo of Nikko,Burger Time!,Wavy,Byubu Indigo,Washi paper,Sign Panel 05,Signature,
389,Tezumura #389,916,374.8345647328966,12,Gunroku,Calligraphy,Gakumon,Keen White,Kabuki Red,The Ainu,He He He,Whictchy,Sensu Indigo,Washi paper,Sign Panel 06,Signature,
4,Tezumura #4,917,374.4935851780944,12,Gunroku,Calligraphy,Hero,Rich Red,Kabuki 01,Opera Actor,Foxy Smile,Shimpuru,No Byoubu,Washi paper,Sign Panel 03,Signature,
616,Tezumura #616,918,374.34609006313235,12,Fujiiro,Calligraphy,Kabuki eyes,Keen White,Heitai Yellow,Painter 01,Biting Yen,Fuji,Sensu Beige,Washi paper,Sign Panel 13,Signature,
835,Tezumura #835,919,374.30838272450086,12,Gunroku,Calligraphy,Disney Eyes,Long Chin Biege,Majime 02,Electoman,Napkin,Wavy,No Byoubu,Washi paper,Sign Panel 05,Signature,
85,Tezumura #85,920,373.77344284401596,12,Taisha,Calligraphy,Bushi Eyes,Oval Red,No Moyo,Sacred Tezos priest,Tezos Binky 02,Oldy,No Byoubu,Washi paper,Sign Panel 14,Signature,
567,Tezumura #567,921,373.6392033853675,12,Rokusho,Calligraphy,Grim,Marui Brown,No Moyo,Amaterasu,Spaghetti,Bootsu,Star Knife Red,Washi paper,Sign Panel 04,Signature,
47,Tezumura #47,922,372.9411596066263,12,Hyakugun,Calligraphy,Bushi Eyes,Keen Beige,No Moyo,Rich man Blue,Tezos Binky 01,Fuji,No Byoubu,Washi paper,Sign Panel 13,Signature,
155,Tezumura #155,923,372.4687986570743,12,Fujiiro,Calligraphy,Majime,Rich White,No Moyo,Geishasan,Geisha,Yama,No Byoubu,Washi paper,Sign Panel 15,Signature,
717,Tezumura #717,924,372.18939537415804,12,Golden,Calligraphy,Kensa,Keen  Red,Heitai Red,Sacred Tezos priest,Dali Punk Black,Whictchy,No Byoubu,Washi paper,Sign Panel 09,Signature,
257,Tezumura #257,925,371.9435360429507,12,Rose Madder,Calligraphy,What's up,Oval white,Manabi 03,Daimyo of Nikko,Boring,Mahou,No Byoubu,Washi paper,Sign Panel 00,Signature,
502,Tezumura #502,926,370.4427214522556,12,Torinokoiro,Calligraphy,Katamari,Sharp  Red,Majime 04,Icecream Man,EHiiii,Mahou,No Byoubu,Washi paper,Sign Panel 08,Signature,
236,Tezumura #236,927,369.02926779612994,12,Sakura Iro,Calligraphy,Bushi Eyes,Oval white,Mononoke,Ronin 3,Dagger,Whictchy,No Byoubu,Washi paper,Sign Panel 06,Signature,
971,Tezumura #971,928,368.74249787501464,12,Malachite,Calligraphy,Cute eyes,Rich Red,No Moyo,Dorobo Girl,melon,Fuji,Sensu Murasaki,Washi paper,Sign Panel 07,Signature,
722,Tezumura #722,929,368.3493397833547,12,Rose Madder,Calligraphy,Kensa 02,Oval Beige,Otafuku 04,Lady of Fun,Foxy Smile,Coma,No Byoubu,Washi paper,Sign Panel 09,Signature,
55,Tezumura #55,930,368.07170117973976,12,Fujiiro,Calligraphy,Third Eyes,Rich Grey,Majime 04,Army of Kojima,Bastard,Wavy,No Byoubu,Washi paper,Sign Panel 06,Signature,
319,Tezumura #319,931,366.5246067558606,12,Fujiiro,Calligraphy,Rikka,Marui White,Mononoke,Kanuki Prince,Rainbow Vomit,Bootsu,No Byoubu,Washi paper,Sign Panel 12,Signature,
784,Tezumura #784,932,366.376013511586,12,Carmine,Calligraphy,What's up,Marui Grey,Manabi 03,Horse Jocky,Biting Yen,Lumpy,No Byoubu,Washi paper,Sign Panel 11,Signature,
213,Tezumura #213,933,365.67497834319096,12,Torinokoiro,Calligraphy,What's up,Happy White,No Moyo,Oni Fujin,Hmm...,Groovy,No Byoubu,Washi paper,Sign Panel 04,Signature,
860,Tezumura #860,934,365.566130240143,12,Yamabuki,Calligraphy,Dotto,Sharp grey,Frontman Navy,Army of Kojima,EHiiii,Keen,No Byoubu,Washi paper,Sign Panel 01,Signature,
5,Tezumura #5,935,364.5020239318734,12,Hineiro,Calligraphy,Cute eyes,Marui Brown,Frontman Yellow,Ronin 02,Tez Coin 03,Roundy,No Byoubu,Washi paper,Sign Panel 00,Signature,
603,Tezumura #603,936,364.0085612393739,12,Golden,Calligraphy,Naha Machi,Sharp White,No Moyo,Geishasan,Dali Punk Black,Mahou,Tate Byubu  Red,Washi paper,Sign Panel 01,Signature,
550,Tezumura #550,937,363.93177884246285,12,Hineiro,Calligraphy,Bushi Eyes,Happy Beige,Kabuki Red,Kirin Aka,Spaghetti,Fuji,No Byoubu,Washi paper,Sign Panel 01,Signature,
758,Tezumura #758,938,363.1569910987459,12,Carmine,Calligraphy,Boring,Happy Grey,Mononoke,Mickey Demon,Red Lollipop,Mahou,No Byoubu,Washi paper,Sign Panel 03,Signature,
